"component_family","component_uid","parent_control_point_uid","component_name","component_secondary_name","component_detail_name","component_codeline","territory_assignment","subdivision"
"switch","100412","100007","1-SWITCH","1-SWITCH","1 Dual Controlled - Rose Main2 MP256.128","5","100","2"
"switch","100413","100007","3-SWITCH","3-SWITCH","3 Dual Controlled - Rose Main2 MP256.178","5","100","2"
"switch","100469","100008","5-SWITCH","5-SWITCH","5 Dual Controlled - Santa Fe ST 1-2 MP267.6333","5","100","2"
"switch","100472","100008","1-SWITCH","1-SWITCH","1 Dual Controlled - Santa Fe ST Yrd MP267.709","5","100","2"
"switch","100477","100008","3-SWITCH","3-SWITCH","3 Dual Controlled - Santa Fe ST 3-4 MP267.6303","5","100","2"
"switch","100220","100009","1-SWITCH","1-SWITCH","1 Dual Controlled - East Brook Main MP225.283","5","100","2"
"switch","100592","100009","EAST LEG FALLBROOK YARD","EAST LEG FALLBROOK YARD","Hand Throw East Leg Fallbrook Yard Main1 MP225.147","5","100","2"
"switch","100597","100009","WEST LEG FALLBROOK YARD","WEST LEG FALLBROOK YARD","Hand Throw West Leg Fallbrook Yard Main1 MP224.587","5","100","2"
"switch","100598","100009","WEST LEG LEMON GROVE WYE","WEST LEG LEMON GROVE WYE","Hand Throw Lemon Grove West Leg Main1 MP223.647","5","100","2"
"switch","100599","100009","EAST LEG LEMON GROVE WYE","EAST LEG LEMON GROVE WYE","Hand Throw East Leg Lemon Grove Wye Main1 MP224.21","5","100","2"
"switch","100641","100010","1-SWITCH","1X","1X Dual Controlled - Sorrento Main1 MP249.200","5","100","2"
"switch","100642","100010","1-SWITCH","1-SWITCH","1 Dual Controlled - Sorrento Main2 MP249.304","5","100","2"
"switch","100708","100011","1-SWITCH","1-SWITCH","1 Dual Controlled - Pacific Main1 MP226.485","5","100","2"
"switch","100253","100012","1-SWITCH","1-SWITCH","1 Dual Controlled - Shell Main MP225.954","5","100","2"
"switch","100241","100013","EAST LEG ESCONDIDO JCT","EAST LEG ESCONDIDO JCT","Hand Throw Escondido East Leg Main1 MP227.546","5","100","2"
"switch","100275","100013","3-SWITCH","3-SWITCH","3 Dual Controlled - Escondido Jct Main1 MP226.704","5","100","2"
"switch","100286","100013","3-SWITCH","3X","3X Dual Controlled - Escondido Jct Main2 MP226.647","5","100","2"
"switch","100732","100013","7-SWITCH","7X","7X Dual Controlled - Escondido Jct Main1 MP226.759","5","100","2"
"switch","100735","100013","7-SWITCH","7-SWITCH","7 Dual Controlled - Escondido Jct OPT MP226.802","5","100","2"
"switch","100756","100013","5-SWITCH","5-SWITCH","5 Dual Controlled - Escondido Jct OPT MP226.885","5","100","2"
"switch","100773","100013","5-SWITCH","5X","5X Dual Controlled - Escondido Jct Main1 MP226.963","5","100","2"
"switch","100779","100013","1-SWITCH","1-SWITCH","1 Dual Controlled - Escondido Jct Main1 MP226.995","5","100","2"
"switch","100782","100013","1-SWITCH","1X","1X Dual Controlled - Escondido Jct Main2 MP227.076","5","100","2"
"switch","100825","100015","1-SWITCH","1-SWITCH","1 Dual Controlled - Scripps Main MP251.028","5","100","2"
"switch","100312","100016","1-SWITCH","1-SWITCH","1 Dual Controlled - Longboard Main MP228.424","5","100","2"
"switch","100243","100017","SDGE HOUSE TRACK","SDGE HOUSE TRACK","Hand Throw SDGE House Track Main2 MP231.342","5","100","2"
"switch","100767","100017","3-SWITCH","3-SWITCH","3 Dual Controlled - Farr Main2 MP231.621","5","100","2"
"switch","100901","100017","1-SWITCH","1-SWITCH","1 Dual Controlled - Farr Main2 MP231.603","5","100","2"
"switch","100902","100017","1-SWITCH","1X","1X Dual Controlled - Farr Main1 MP231.499","5","100","2"
"switch","100903","100017","3-SWITCH","3X","3X Dual Controlled - Farr Main1 MP231.725","5","100","2"
"switch","100236","100018","PONTO HOUSE TRACK","PONTO HOUSE TRACK","Hand Throw Ponto House Track Main1 MP234.273","5","100","2"
"switch","100333","100018","1-SWITCH","1-SWITCH","1 Dual Controlled - Ponto Main MP234.502","5","100","2"
"switch","100353","100019","1-SWITCH","1-SWITCH","1 Dual Controlled - Swami Main MP238.012","5","100","2"
"switch","100881","100020","1-SWITCH","1-SWITCH","1 Dual Controlled - Cardiff Main1 MP239.459","5","100","2"
"switch","100888","100020","3-SWITCH","3-SWITCH","3 Dual Controlled - Cardiff Main1 MP239.487","5","100","2"
"switch","100912","100020","1-SWITCH","1X","1X Dual Controlled - Cardiff Main2 MP239.354","5","100","2"
"switch","100914","100020","3-SWITCH","3X","3X Dual Controlled - Cardiff Main2 MP239.591","5","100","2"
"switch","100385","100022","1-SWITCH","1-SWITCH","1 Dual Controlled - Valley Main MP242.237","5","100","2"
"switch","100899","100023","1-SWITCH","1-SWITCH","1 Dual Controlled - Crosby Main MP243.346","5","100","2"
"switch","100407","100024","1-SWITCH","1-SWITCH","1 Dual Controlled - Del Mar Main MP243.955","5","100","2"
"switch","100187","100025","1-SWITCH","1-SWITCH","1 Dual Controlled - Torrey Main MP247.782","5","100","2"
"switch","100443","100027","1-SWITCH","1-SWITCH","1 Dual Controlled - Miramar Main MP252.927","5","100","2"
"switch","100459","100027","3-SWITCH","3-SWITCH","3 Dual Controlled - Miramar Main1 MP252.960","5","100","2"
"switch","100601","100027","MIRAMAR WYE","MIRAMAR WYE","Hand Throw Miramar Wye Main1 MP253.153","5","100","2"
"switch","100518","100033","1-SWITCH","1X","1X Dual Controlled - Ash Main1 MP267.223","5","100","2"
"switch","100519","100033","3-SWITCH","3X","3X Dual Controlled - Ash Main1 MP267.354","5","100","2"
"switch","100529","100033","1-SWITCH","1-SWITCH","1 Dual Controlled - Ash Main2 MP267.2779","5","100","2"
"switch","100530","100033","3-SWITCH","3-SWITCH","3 Dual Controlled - Ash Main2 MP267.299","5","100","2"
"switch","100533","100033","5-SWITCH","5-SWITCH","5 Dual Controlled - Ash Main1 MP267.376","5","100","2"
"switch","100535","100033","7-SWITCH","7-SWITCH","7 Dual Controlled - Ash Main2 MP267.331","5","100","2"
"switch","100623","100035","1-SWITCH","1-SWITCH","1 Dual Controlled - Convair Main2 MP265.150","5","100","2"
"switch","100624","100035","1-SWITCH","1X","1X Dual Controlled - Convair Main1 MP265.249","5","100","2"
"switch","200118","200000","1-SWITCH","1-SWITCH","","6","200","1"
"switch","200131","200002","1-SWITCH","1-SWITCH","","7","200","1"
"switch","200142","200002","1-SWITCH","1-SWITCH","","7","200","1"
"switch","200535","200002","3-SWITCH","3-SWITCH","","7","200","1"
"switch","200153","200003","1-SWITCH","1-SWITCH","","10","200","1"
"switch","200163","200004","1-SWITCH","1-SWITCH","","8","200","1"
"switch","200651","200004","1-SWITCH","1-SWITCH","","8","200","1"
"switch","200222","200007","1-SWITCH","1-SWITCH","","13","200","1"
"switch","200246","200010","1-SWITCH","1-SWITCH","","15","200","1"
"switch","200256","200013","1-SWITCH","1-SWITCH","","18","200","1"
"switch","200299","200016","1-SWITCH","1-SWITCH","","20","200","1"
"switch","200319","200017","1-SWITCH","1-SWITCH","","22","200","1"
"switch","200383","200019","1-SWITCH","1-SWITCH","","24","200","1"
"switch","200357","200020","1-SWITCH","1-SWITCH","","23","200","1"
"switch","200427","200027","5-SWITCH","5-SWITCH","","27","200","1"
"switch","200438","200027","3-SWITCH","3-SWITCH","","27","200","1"
"switch","200449","200027","DERAIL","5-SWITCH","","27","200","1"
"switch","200450","200027","9-SWITCH","9-SWITCH","","27","200","1"
"switch","200451","200027","11-SWITCH","11-SWITCH","","27","200","1"
"switch","200457","200027","13-SWITCH","13-SWITCH","","27","200","1"
"switch","200465","200027","1-SWITCH","1-SWITCH","","27","200","1"
"switch","200538","200027","1205-EL","1205-EL","","27","200","1"
"switch","200539","200027","1207-EL","1207-EL","","27","200","1"
"switch","200472","200028","7-SWITCH","7-SWITCH","","28","200","1"
"track","100723","100000","1TK","MAIN","MAIN","5","100","2"
"track","100724","100000","1TK","MAIN","MAIN","5","100","2"
"track","100725","100000","1TK","MAIN","TO","5","100","2"
"track","100726","100000","1TK","MAIN","TO","5","100","2"
"track","100743","100000","WCAK","MT1","MT1","5","100","2"
"track","100822","100000","WAAK","MT2","MT2","5","100","2"
"track","100860","100000","WAK","MAIN","MAIN","5","100","2"
"track","100117","100001","TK","MAIN","MAIN","5","100","2"
"track","100118","100001","TK","MAIN","MAIN","5","100","2"
"track","100119","100001","TK","MAIN","TO","5","100","2"
"track","100120","100001","TK","MAIN","TO","5","100","2"
"track","100125","100001","WAAK","MT2","MT2","5","100","2"
"track","100126","100001","WBAK","MT1","MT1","5","100","2"
"track","100189","100001","EAK","MAIN","NOTHING","5","100","2"
"track","100449","100001","SHELF","MT1","MT1","5","100","2"
"track","100921","100001","SHELF","MT1","MT1","5","100","2"
"track","100115","100002","1TK","MT1","MT1","5","100","2"
"track","100127","100002","1TK","MT1","XO","5","100","2"
"track","100136","100002","1TK","MT1","MT1","5","100","2"
"track","100137","100002","1TK","MT1","XO","5","100","2"
"track","100146","100002","1TK","MT1","MT1","5","100","2"
"track","100154","100002","3TK","MT2","MT2","5","100","2"
"track","100155","100002","3TK","MT2","MT2","5","100","2"
"track","100157","100002","3TK","MT2","XO","5","100","2"
"track","100158","100002","3TK","MT2","XO","5","100","2"
"track","100161","100002","3TK","MT2","MT2","5","100","2"
"track","100172","100002","4WAK","WYE","SPUR","5","100","2"
"track","100338","100002","4EAK","MT2","MT2","5","100","2"
"track","100339","100002","2EAK","MT1","MT1","5","100","2"
"track","100116","100003","EAK","MAIN","MAIN","5","100","2"
"track","100138","100003","TK","MAIN","MAIN","5","100","2"
"track","100139","100003","TK","MAIN","TO","5","100","2"
"track","100140","100003","TK","MAIN","TO","5","100","2"
"track","100141","100003","TK","MAIN","MAIN","5","100","2"
"track","100885","100003","WAAK","MT1","MT1","5","100","2"
"track","100886","100003","WBAK","MT2","MT2","5","100","2"
"track","100271","100004","1TK","MT1","MT1","5","100","2"
"track","100274","100004","3TK","MT2","MT2","5","100","2"
"track","100279","100004","3TK","MT2","XO","5","100","2"
"track","100280","100004","1TK","MT1","XO","5","100","2"
"track","100283","100004","1TK","MT1","MT1","5","100","2"
"track","100284","100004","3TK","MT2","MT2","5","100","2"
"track","100287","100004","1TK","MT1","XO","5","100","2"
"track","100294","100004","3TK","MT2","XO","5","100","2"
"track","100296","100004","2WAK","MT1","MT1","5","100","2"
"track","100297","100004","4WAK","MT2","MT2","5","100","2"
"track","100298","100004","3TK","MT2","MT2","5","100","2"
"track","100299","100004","1TK","MT1","MT1","5","100","2"
"track","100420","100004","2W2EAK","MT1","MT1","5","100","2"
"track","100473","100004","2EAK","MT1","MT1","5","100","2"
"track","100474","100004","4EAK","MT2","MT2","5","100","2"
"track","100159","100005","3TK","MT2","MT2","5","100","2"
"track","100160","100005","3TK","MT2","MT2","5","100","2"
"track","100162","100005","3TK","MT2","STUARTMESAYARDLEAD","5","100","2"
"track","100178","100005","4WCAK","SM YARD LEAD","STUARTMESAYARDLEAD","5","100","2"
"track","100678","100005","3TK","MT2","STUARTMESAYARDLEAD","5","100","2"
"track","100680","100005","1TK","MT1","XO","5","100","2"
"track","100681","100005","3TK","MT2","XO","5","100","2"
"track","100682","100005","1TK","MT1","MT1","5","100","2"
"track","100683","100005","3TK","MT2","MT2","5","100","2"
"track","100686","100005","1TK","MT1","MT1","5","100","2"
"track","100721","100005","4WCAK","SM YARD LEAD","STUARTMESAYARDLEAD","5","100","2"
"track","100883","100005","2WAAK","MT1","MT1","5","100","2"
"track","100173","100006","1TK","MT2","MT2","5","100","2"
"track","100662","100006","1TK","MT2","EAST LEAD","5","100","2"
"track","100663","100006","1TK","MT2","EAST LEAD","5","100","2"
"track","100664","100006","1TK","MT2","MT2","5","100","2"
"track","100666","100006","1TK","MT2","XO","5","100","2"
"track","100668","100006","1TK","MT2","MT2","5","100","2"
"track","100669","100006","3TK","MT1","MT1","5","100","2"
"track","100670","100006","3TK","MT1","MT1","5","100","2"
"track","100676","100006","3TK","MT1","XO","5","100","2"
"track","100677","100006","TRACK","MAIN","MAIN","5","100","2"
"track","100722","100006","EBAK","SM YARD LEAD","EAST LEAD","5","100","2"
"track","100879","100006","2WAK","MT1","MT1","5","100","2"
"track","100880","100006","WAK","MT2","MT2","5","100","2"
"track","100884","100006","EAAK","MT2","MT2","5","100","2"
"track","100891","100006","EBAK","SM YARD LEAD","EAST LEAD","5","100","2"
"track","100923","100006","SHELF","MT1","MT1","5","100","2"
"track","100319","100007","2EAK","MT1","MT1","5","100","2"
"track","100320","100007","1TK","MT1","MT1","5","100","2"
"track","100321","100007","1TK","MT1","XO","5","100","2"
"track","100322","100007","1TK","MT1","MT1","5","100","2"
"track","100323","100007","1TK","MT1","XO","5","100","2"
"track","100324","100007","1TK","MT1","MT1","5","100","2"
"track","100337","100007","2WAK","MT1","MT1","5","100","2"
"track","100352","100007","4EAK","MT2","MT2","5","100","2"
"track","100367","100007","2TK","MT2","MT2","5","100","2"
"track","100395","100007","2TK","MT2","MT2","5","100","2"
"track","100396","100007","2TK","MT2","XO","5","100","2"
"track","100397","100007","2TK","MT2","XO","5","100","2"
"track","100401","100007","2TK","MT2","MT2","5","100","2"
"track","100402","100007","4WAK","MT2","MT2","5","100","2"
"track","100304","100008","ECAK","MT2","STATION2","5","100","2"
"track","100316","100008","EDAK","MT1","STATION1","5","100","2"
"track","100318","100008","EBAK","MT3","STATION3","5","100","2"
"track","100357","100008","EAAK","MT4","STATION4","5","100","2"
"track","100461","100008","TK","MT","STATION2","5","100","2"
"track","100462","100008","TK","MT","STATION3","5","100","2"
"track","100464","100008","TK","MT","STATION4","5","100","2"
"track","100466","100008","TK","MT","TO","5","100","2"
"track","100468","100008","TK","MT","STATION1","5","100","2"
"track","100470","100008","TK","MT","STATION1-2","5","100","2"
"track","100476","100008","TK","MT","STATION3","5","100","2"
"track","100482","100008","TK","MT","STATION3-4","5","100","2"
"track","100483","100008","WAK","MT","YARD","5","100","2"
"track","100487","100008","TK","MT","STATION3-4","5","100","2"
"track","100488","100008","TK","MT","YARD","5","100","2"
"track","100489","100008","TK","MT","STATION1-2","5","100","2"
"track","100490","100008","TK","MT","STATION1-2","5","100","2"
"track","100873","100009","WAK","MAIN","MAIN","5","100","2"
"track","100875","100009","TK","MAIN","TO","5","100","2"
"track","100876","100009","TK","MAIN","TO","5","100","2"
"track","100877","100009","TK","MAIN","MAIN","5","100","2"
"track","100878","100009","TK","MAIN","MAIN","5","100","2"
"track","100637","100010","1TK","MT1","MT1","5","100","2"
"track","100638","100010","3TK","MT2","MT2","5","100","2"
"track","100639","100010","1TK","MT1","MT1","5","100","2"
"track","100640","100010","3TK","MT2","MT2","5","100","2"
"track","100643","100010","1TK","MT1","XO","5","100","2"
"track","100645","100010","3TK","MT2","XO","5","100","2"
"track","100649","100010","2WAK","MT1","MT1","5","100","2"
"track","100650","100010","4WAK","MT2","MT2","5","100","2"
"track","100870","100010","4EAK","MT2","MT2","5","100","2"
"track","100701","100011","TK","MT1","MT1","5","100","2"
"track","100702","100011","TK","MT1","MT1","5","100","2"
"track","100703","100011","TK","MT1","TO","5","100","2"
"track","100704","100011","TK","MT1","TO","5","100","2"
"track","100153","100012","SHELF","MAIN","MAIN","5","100","2"
"track","100246","100012","TK","MAIN","MAIN","5","100","2"
"track","100247","100012","TK","MAIN","MAIN","5","100","2"
"track","100248","100012","TK","MAIN","TO","5","100","2"
"track","100249","100012","TK","MAIN","TO","5","100","2"
"track","100254","100012","WAAK","MT1","MT1","5","100","2"
"track","100255","100013","4EAK","MT2","MT2","5","100","2"
"track","100259","100013","1TK","MT1","MT1","5","100","2"
"track","100261","100013","3TK","MT2","MT2","5","100","2"
"track","100265","100013","6EAK","OSD POCKET","OCEANSIDE POCKET TRACK","5","100","2"
"track","100267","100013","WAAK","MT1","MT1","5","100","2"
"track","100269","100013","1TK","MT1","XO","5","100","2"
"track","100278","100013","4WAK","MT2","MT2","5","100","2"
"track","100281","100013","3TK","MT2","XO","5","100","2"
"track","100289","100013","1TK","MT1","MT1","5","100","2"
"track","100315","100013","SHELF","MAIN","MAIN","5","100","2"
"track","100580","100013","3TK","MT2","MT2","5","100","2"
"track","100733","100013","1TK","MT1","XO","5","100","2"
"track","100734","100013","5TK","OSD POCKET","XO","5","100","2"
"track","100736","100013","5TK","OSD POCKET","OCEANSIDE POCKET TRACK","5","100","2"
"track","100737","100013","5TK","OSD POCKET","OCEANSIDE POCKET TRACK","5","100","2"
"track","100746","100013","5TK","OSD POCKET","XO","5","100","2"
"track","100770","100013","1TK","MT1","XO","5","100","2"
"track","100775","100013","5TK","OSD POCKET","OCEANSIDE POCKET TRACK","5","100","2"
"track","100776","100013","WBAK","OSD FREIGHT ","OCEANSIDE FREIGHT TRACK","5","100","2"
"track","100778","100013","1TK","MT1","MT1","5","100","2"
"track","100780","100013","1TK","MT1","XO","5","100","2"
"track","100781","100013","3TK","MT2","XO","5","100","2"
"track","100783","100013","1ATK","MT1","MT1","5","100","2"
"track","100784","100013","3TK","MT2","MT2","5","100","2"
"track","100856","100013","1TK","MT1","MT1","5","100","2"
"track","100815","100015","EABK","MT2","MT2","5","100","2"
"track","100816","100015","EBBK","MT1","MT1","5","100","2"
"track","100820","100015","TK","MAIN","MAIN","5","100","2"
"track","100821","100015","TK","MAIN","MAIN","5","100","2"
"track","100823","100015","TK","MAIN","TO","5","100","2"
"track","100824","100015","TK","MAIN","TO","5","100","2"
"track","100827","100015","EBK","MAIN","MAIN","5","100","2"
"track","100308","100016","TK","MAIN","MAIN","5","100","2"
"track","100309","100016","TK","MAIN","MAIN","5","100","2"
"track","100310","100016","TK","MAIN","TO","5","100","2"
"track","100311","100016","TK","MAIN","TO","5","100","2"
"track","100325","100017","2WAK","MT1","MT1","5","100","2"
"track","100342","100017","4WAK","MT2","MT2","5","100","2"
"track","100748","100017","1TK","MT1","MT1","5","100","2"
"track","100749","100017","1TK","MT1","XO","5","100","2"
"track","100750","100017","1TK","MT1","MT1","5","100","2"
"track","100751","100017","1TK","MT1","XO","5","100","2"
"track","100752","100017","1TK","MT1","MT1","5","100","2"
"track","100759","100017","3TK","MT2","MT2","5","100","2"
"track","100760","100017","3TK","MT2","MT2","5","100","2"
"track","100761","100017","3TK","MT2","XO","5","100","2"
"track","100762","100017","3TK","MT2","XO","5","100","2"
"track","100763","100017","3TK","MT2","MT2","5","100","2"
"track","100329","100018","TKR","MAIN","MAIN","5","100","2"
"track","100330","100018","TKR","MAIN","MAIN","5","100","2"
"track","100331","100018","TKR","MAIN","TO","5","100","2"
"track","100332","100018","TKR","MAIN","TO","5","100","2"
"track","100335","100018","WATKAR","MAIN","MAIN","5","100","2"
"track","100345","100019","EAK","MAIN","MAIN","5","100","2"
"track","100346","100019","TK","MAIN","MAIN","5","100","2"
"track","100347","100019","TK","MAIN","MAIN","5","100","2"
"track","100348","100019","TK","MAIN","TO","5","100","2"
"track","100349","100019","TK","MAIN","TO","5","100","2"
"track","100354","100019","WAAK","MT2","MT2","5","100","2"
"track","100355","100019","WBAK","MT1","MT1","5","100","2"
"track","100838","100020","WAK","MT2","MT2","5","100","2"
"track","100863","100020","1TK","MT1","MT1","5","100","2"
"track","100865","100020","1TK","MT1","XO","5","100","2"
"track","100866","100020","1TK","MT1","MT1","5","100","2"
"track","100867","100020","1TK","MT1","XO","5","100","2"
"track","100871","100020","1TK","MT1","MT1","5","100","2"
"track","100872","100020","1EBK","MT1","MT1","5","100","2"
"track","100896","100020","2TK","MT2","MT2","5","100","2"
"track","100898","100020","2TK","MT2","MT2","5","100","2"
"track","100900","100020","2TK","MT2","XO","5","100","2"
"track","100904","100020","2TK","MT2","XO","5","100","2"
"track","100906","100020","2TK","MT2","MT2","5","100","2"
"track","100381","100022","TK","MAIN","MAIN","5","100","2"
"track","100382","100022","TK","MAIN","MAIN","5","100","2"
"track","100383","100022","TK","MAIN","TO","5","100","2"
"track","100384","100022","TK","MAIN","TO","5","100","2"
"track","100387","100022","WAK","MAIN","MAIN","5","100","2"
"track","100390","100023","TK","MAIN","MAIN","5","100","2"
"track","100391","100023","TK","MAIN","MAIN","5","100","2"
"track","100392","100023","TK","MAIN","TO","5","100","2"
"track","100393","100023","TK","MAIN","TO","5","100","2"
"track","100398","100023","WAAK","MAIN","MAIN","5","100","2"
"track","100399","100023","EBAK","SIDING","SIDING","5","100","2"
"track","100403","100024","TK","MAIN","MAIN","5","100","2"
"track","100404","100024","TK","MAIN","MAIN","5","100","2"
"track","100405","100024","TK","MAIN","TO","5","100","2"
"track","100406","100024","TK","MAIN","TO","5","100","2"
"track","100887","100024","WAK","MAIN","MAIN","5","100","2"
"track","100180","100025","1TK","MAIN","MAIN","5","100","2"
"track","100181","100025","1TK","MAIN","MAIN","5","100","2"
"track","100182","100025","1TK","MAIN","TO","5","100","2"
"track","100183","100025","1TK","MAIN","TO","5","100","2"
"track","100411","100025","EAK","MAIN","MAIN","5","100","2"
"track","100869","100025","WAAK","MT1","MT1","5","100","2"
"track","100436","100027","1TK","MAIN","MAIN","5","100","2"
"track","100437","100027","1TK","MAIN","MAIN","5","100","2"
"track","100438","100027","1TK","MAIN","TO","5","100","2"
"track","100439","100027","1TK","MAIN","TO","5","100","2"
"track","100444","100027","WAAK","MT1","MT1","5","100","2"
"track","100445","100027","WAK","MT2","MT2","5","100","2"
"track","100456","100027","1TK","MAIN","WYE","5","100","2"
"track","100457","100027","1TK","MAIN","WYE","5","100","2"
"track","100458","100027","1TK","MAIN","MAIN","5","100","2"
"track","100463","100027","WCAK","WYE","WYE","5","100","2"
"track","100852","100027","1TK","MAIN","MAIN","5","100","2"
"track","100864","100027","2EAK","MAIN","MAIN","5","100","2"
"track","100156","100033","SHELF","MT1","MT1","5","100","2"
"track","100365","100033","4EAK - 4WAK","MT2","MT2","5","100","2"
"track","100368","100033","4EAK - 4WAK","MT2","MT2","5","100","2"
"track","100451","100033","SHELF","MT1","MT1","5","100","2"
"track","100508","100033","4EAK - 4WAK","MT2","MT2","5","100","2"
"track","100509","100033","2EAK - 2WAK","MT1","MT1","5","100","2"
"track","100511","100033","1TK","MT1","MT1","5","100","2"
"track","100512","100033","1TK","MT1","XO","5","100","2"
"track","100513","100033","1TK","MT1","MT1","5","100","2"
"track","100514","100033","1TK","MT1","XO","5","100","2"
"track","100515","100033","1TK","MT1","MT1","5","100","2"
"track","100516","100033","1TK","MT1","MT1","5","100","2"
"track","100522","100033","3TK","MT2","MT2","5","100","2"
"track","100523","100033","3TK","MT2","MT2","5","100","2"
"track","100524","100033","3TK","MT2","XO","5","100","2"
"track","100525","100033","3TK","MT2","XO","5","100","2"
"track","100526","100033","3TK","MT2","MT2","5","100","2"
"track","100527","100033","3TK","MT2","MT2","5","100","2"
"track","100532","100033","1TK","MT1","TO","5","100","2"
"track","100534","100033","1TK","MT1","TO","5","100","2"
"track","100536","100033","3TK","MT2","TO","5","100","2"
"track","100537","100033","3TK","MT2","TO","5","100","2"
"track","100538","100033","1TK","MT1","MT1","5","100","2"
"track","100539","100033","3TK","MT2","MT2","5","100","2"
"track","100540","100033","2WBAK","MT1","STATION1","5","100","2"
"track","100541","100033","2WAAK","MT2","STATION2","5","100","2"
"track","100542","100033","4WAAK","MT3","STATION3","5","100","2"
"track","100543","100033","4WBAK","MT4","STATION4","5","100","2"
"track","100741","100033","STATION1-2","STATION1-2","STATION1-2","5","100","2"
"track","100742","100033","STATION3-4","STATION3-4","STATION3-4","5","100","2"
"track","100924","100033","SHELF","MT1","MT1","5","100","2"
"track","100421","100035","4W4EAK","MT2","MT2","5","100","2"
"track","100496","100035","4EAK","MT2","MT2","5","100","2"
"track","100497","100035","2EAK","MT1","MT1","5","100","2"
"track","100617","100035","MAIN TWO","MT2","MT2","5","100","2"
"track","100618","100035","MAIN ONE","MT1","XO","5","100","2"
"track","100619","100035","MAIN ONE","MT1","MT1","5","100","2"
"track","100620","100035","MAIN ONE","MT1","MT1","5","100","2"
"track","100621","100035","MAIN TWO","MT2","MT2","5","100","2"
"track","100622","100035","MAIN TWO","MT2","XO","5","100","2"
"track","200109","200000","10STK","MAIN","MAIN","6","200","1"
"track","200110","200000","POCKET TRACK","SIDING","SIDING","6","200","1"
"track","200114","200000","TK","MAIN","MAIN","6","200","1"
"track","200115","200000","TK","MAIN","MAIN","6","200","1"
"track","200116","200000","TK","MAIN","MAIN","6","200","1"
"track","200117","200000","TK","MAIN","MAIN","6","200","1"
"track","200120","200000","WABK","MAIN","MAIN","6","200","1"
"track","200577","200000","SHELF 2","MAIN","MAIN","6","200","0"
"track","200858","200000","SHELF 1","MAIN","MAIN","6","200","1"
"track","200859","200000","SHELF 2","MAIN","MAIN","6","200","0"
"track","200121","200002","1EABK","MAIN","MAIN","7","200","1"
"track","200122","200002","1TK","MAIN","MAIN","7","200","1"
"track","200125","200002","1TK","MAIN","MAIN","7","200","1"
"track","200134","200002","3EABK","ESCON CON TRACK","NOTHING","7","200","1"
"track","200135","200002","3TK","ESCON CON","NOTHING","7","200","1"
"track","200136","200002","3TK","ESCON CON","NOTHING","7","200","1"
"track","200137","200002","3TK","ESCON CON","NOTHING","7","200","1"
"track","200140","200002","VERSAFORM TRACK","ESCON CON TRACK","NOTHING","7","200","1"
"track","200510","200002","1TK","MAIN","MAIN","7","200","1"
"track","200534","200002","1TK","MAIN","MAIN","7","200","1"
"track","200123","200003","1021BK","MAIN","MAIN","10","200","1"
"track","200146","200003","TK","MAIN","MAIN","10","200","1"
"track","200147","200003","TK","MAIN","MAIN","10","200","1"
"track","200148","200003","TK","MAIN","MAIN","10","200","1"
"track","200149","200003","TK","MAIN","MAIN","10","200","1"
"track","200174","200003","1EABK","MAIN","MAIN","10","200","1"
"track","200159","200004","CHSTK","MAIN","MAIN","8","200","1"
"track","200160","200004","CHSTK","MAIN","MAIN","8","200","1"
"track","200161","200004","CHSTK","MAIN","MAIN","8","200","1"
"track","200162","200004","CHSTK","MAIN","MAIN","8","200","1"
"track","200165","200004","1WABK","MAIN","MAIN","8","200","1"
"track","200484","200004","EAST LEG OF WYE TRACK","SIDING","SIDING","8","200","1"
"track","200129","200005","CRSTK","MAIN","MAIN","9","200","1"
"track","200145","200005","1012BK","MAIN","MAIN","9","200","1"
"track","200190","200006","1042BK","MT1","MT1","12","200","1"
"track","200191","200006","1044BK","MT2","MT2","12","200","1"
"track","200196","200006","1RSTK","MT1","MT1","12","200","1"
"track","200197","200006","2RSTK","MT2","MT2","12","200","1"
"track","200198","200006","1041BK","MT1","MT1","12","200","1"
"track","200199","200006","1043BK","MT2","MT2","12","200","1"
"track","200192","200007","1052BK","MT1","MT1","13","200","1"
"track","200193","200007","1054BK","MT2","MT2","13","200","1"
"track","200202","200007","1CSTK","MT1","MT1","13","200","1"
"track","200203","200007","2CSTK","MT2","MT2","13","200","1"
"track","200218","200007","TK","MAIN","MAIN","13","200","1"
"track","200219","200007","TK","MAIN","MAIN","13","200","1"
"track","200220","200007","TK","MAIN","MAIN","13","200","1"
"track","200221","200007","TK","MAIN","MAIN","13","200","1"
"track","200224","200007","1WABK","MAIN","MAIN","13","200","1"
"track","200228","200007","1062BK","MAIN","MAIN","13","200","1"
"track","200154","200008","1ECSTK","MT1","MT1","11","200","1"
"track","200155","200008","2ECSTK","MT2","MT2","11","200","1"
"track","200194","200008","1031BK","MT1","MT1","11","200","1"
"track","200195","200008","1033BK","MT2","MT2","11","200","1"
"track","200200","200008","1035BK","MT1","MT1","11","200","1"
"track","200201","200008","1037BK","MT2","MT2","11","200","1"
"track","200226","200009","1072BK","MAIN","MAIN","14","200","1"
"track","200229","200009","MSTK","MAIN","MAIN","14","200","1"
"track","200230","200010","1081BK","MT1","MT1","15","200","1"
"track","200231","200010","1083BK","MT2","MT2","15","200","1"
"track","200232","200010","1WABK","MT1","MT1","15","200","1"
