component_family,component_uid,parent_control_point_uid,component_name,component_secondary_name,component_detail_name,component_codeline,reference_column,reference_kind,raw_reference_value,raw_reference_part,part_index,reference_format,code_line_number,code_station_number,control_point_number,bit_position,token_1,token_2,token_3,token_4,expected_word_type,resolved_code_line_number,resolved_code_station_number,resolved_control_point_number,resolved_bp_assignment,resolved_word_type,resolved_mnemonic,resolved_long_name,resolved_bit_type,resolved_assignment_uid,match_status,resolution_method,is_default_zero_reference
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPCTL8,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPCTL9,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND1,indication,18;1;100004,18;1;100004,1,code_line_station_control_point,18,1,100004,,18,1,100004,,I,5,1,100004,18,I,LCK,LOCAL CONTROL,None,A6A81669-77A2-4E9B-9155-6462E7B029C3,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND10,indication,0;1;100004,0;1;100004,1,code_line_station_control_point,0,1,100004,,0,1,100004,,I,,,,,,,,,,unresolved,,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND11,indication,0;0;100004;5,0;0;100004;5,1,code_line_station_control_point_bit,0,0,100004,5,0,0,100004,5,I,,,,,,,,,,unresolved,,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND12,indication,0;0;100004;5,0;0;100004;5,1,code_line_station_control_point_bit,0,0,100004,5,0,0,100004,5,I,,,,,,,,,,unresolved,,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND13,indication,0;0;100004;5,0;0;100004;5,1,code_line_station_control_point_bit,0,0,100004,5,0,0,100004,5,I,,,,,,,,,,unresolved,,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND2,indication,17;1;100004,17;1;100004,1,code_line_station_control_point,17,1,100004,,17,1,100004,,I,5,1,100004,17,I,POK,POWER OFF INDICATION,None,3351DA47-A86E-4CE5-BDA3-F388D3AB9AD7,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND3,indication,20;1;100004,20;1;100004,1,code_line_station_control_point,20,1,100004,,20,1,100004,,I,5,1,100004,20,I,LOK,LIGHT OUT INDICATION,None,B3EEB95A-1EAC-49A6-80EF-0B84B7A87B0E,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND4,indication,19;1;100004,19;1;100004,1,code_line_station_control_point,19,1,100004,,19,1,100004,,I,5,1,100004,19,I,DOK,ILLEGAL ENTRY INDICATION,None,06E4424E-45C2-43BC-8664-F2BBBCC253F6,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND5,indication,0;1;100004,0;1;100004,1,code_line_station_control_point,0,1,100004,,0,1,100004,,I,,,,,,,,,,unresolved,,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND6,indication,0;1;100004,0;1;100004,1,code_line_station_control_point,0,1,100004,,0,1,100004,,I,,,,,,,,,,unresolved,,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND7,indication,0;1;100004,0;1;100004,1,code_line_station_control_point,0,1,100004,,0,1,100004,,I,,,,,,,,,,unresolved,,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND8,indication,0;1;100004,0;1;100004,1,code_line_station_control_point,0,1,100004,,0,1,100004,,I,,,,,,,,,,unresolved,,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,CPIND9,indication,0;1;100004,0;1;100004,1,code_line_station_control_point,0,1,100004,,0,1,100004,,I,,,,,,,,,,unresolved,,False
control_point,100004,100004,CUDAHY,NULL,CP Cudahy,5,ScadaAlarmReportingIndicationBit,indication,0;1;100004,0;1;100004,1,code_line_station_control_point,0,1,100004,,0,1,100004,,I,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL1,control,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,C,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL10,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL11,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL12,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL13,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL2,control,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,C,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL3,control,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,C,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL4,control,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,C,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL5,control,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,C,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL6,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL7,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL8,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPCTL9,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND1,indication,9;1;100005,9;1;100005,1,code_line_station_control_point,9,1,100005,,9,1,100005,,I,5,1,100005,9,I,LCK,LOCAL CONTROL INDICATION,None,A6D5EA6A-662E-4EDF-AD6D-55E70B2907A6,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND10,indication,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,I,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND11,indication,0;0;100005;5,0;0;100005;5,1,code_line_station_control_point_bit,0,0,100005,5,0,0,100005,5,I,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND12,indication,0;0;100005;5,0;0;100005;5,1,code_line_station_control_point_bit,0,0,100005,5,0,0,100005,5,I,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND13,indication,0;0;100005;5,0;0;100005;5,1,code_line_station_control_point_bit,0,0,100005,5,0,0,100005,5,I,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND2,indication,8;1;100005,8;1;100005,1,code_line_station_control_point,8,1,100005,,8,1,100005,,I,5,1,100005,8,I,POK,POWER OFF INDICATION,None,9200298F-D586-4B85-B72C-7197CBC7232E,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND3,indication,13;1;100005,13;1;100005,1,code_line_station_control_point,13,1,100005,,13,1,100005,,I,5,1,100005,13,I,LOK,LIGHT OUT INDICATION,None,4FFE5D07-33B1-422E-B115-4E8EA24DC40F,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND4,indication,11;1;100005,11;1;100005,1,code_line_station_control_point,11,1,100005,,11,1,100005,,I,5,1,100005,11,I,DOK,ILLEGAL ENTRY INDICATION,None,D13EED88-A92D-4B58-BA55-4FD15DB0E84B,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND5,indication,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,I,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND6,indication,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,I,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND7,indication,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,I,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND8,indication,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,I,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,CPIND9,indication,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,I,,,,,,,,,,unresolved,,False
control_point,100005,100005,STUART,NULL,CP Stuart,5,ScadaAlarmReportingIndicationBit,indication,0;1;100005,0;1;100005,1,code_line_station_control_point,0,1,100005,,0,1,100005,,I,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL1,control,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,C,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL10,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL11,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL12,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL13,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL2,control,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,C,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL3,control,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,C,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL4,control,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,C,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL5,control,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,C,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL6,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL7,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL8,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPCTL9,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND1,indication,9;1;100006,9;1;100006,1,code_line_station_control_point,9,1,100006,,9,1,100006,,I,5,1,100006,9,I,LCK,LOCAL CONTROL INDICATION,None,78963FDB-3519-4BFF-A452-3D85800CC8BB,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND10,indication,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,I,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND11,indication,0;0;100006;5,0;0;100006;5,1,code_line_station_control_point_bit,0,0,100006,5,0,0,100006,5,I,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND12,indication,0;0;100006;5,0;0;100006;5,1,code_line_station_control_point_bit,0,0,100006,5,0,0,100006,5,I,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND13,indication,0;0;100006;5,0;0;100006;5,1,code_line_station_control_point_bit,0,0,100006,5,0,0,100006,5,I,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND2,indication,8;1;100006,8;1;100006,1,code_line_station_control_point,8,1,100006,,8,1,100006,,I,5,1,100006,8,I,POK,POWER OFF INDICATION,None,A73737A6-1EA7-4794-9E7E-4EB0C8CE5039,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND3,indication,13;1;100006,13;1;100006,1,code_line_station_control_point,13,1,100006,,13,1,100006,,I,5,1,100006,13,I,LOK,LIGHT OUT INDICATION,None,8D41B143-66B6-4049-AAC8-6222DC564CED,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND4,indication,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,I,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND5,indication,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,I,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND6,indication,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,I,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND7,indication,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,I,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND8,indication,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,I,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,CPIND9,indication,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,I,,,,,,,,,,unresolved,,False
control_point,100006,100006,MESA,NULL,CP Mesa,5,ScadaAlarmReportingIndicationBit,indication,0;1;100006,0;1;100006,1,code_line_station_control_point,0,1,100006,,0,1,100006,,I,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL1,control,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,C,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL10,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL11,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL12,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL13,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL2,control,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,C,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL3,control,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,C,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL4,control,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,C,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL5,control,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,C,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL6,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL7,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL8,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPCTL9,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND1,indication,9;1;100007,9;1;100007,1,code_line_station_control_point,9,1,100007,,9,1,100007,,I,5,1,100007,9,I,LCK,LOCAL CONTROL INDICATION,None,2F68F4CA-7D26-4AC9-82F3-3D7B157EFFC8,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND10,indication,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,I,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND11,indication,0;0;100007;5,0;0;100007;5,1,code_line_station_control_point_bit,0,0,100007,5,0,0,100007,5,I,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND12,indication,0;0;100007;5,0;0;100007;5,1,code_line_station_control_point_bit,0,0,100007,5,0,0,100007,5,I,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND13,indication,0;0;100007;5,0;0;100007;5,1,code_line_station_control_point_bit,0,0,100007,5,0,0,100007,5,I,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND2,indication,8;1;100007,8;1;100007,1,code_line_station_control_point,8,1,100007,,8,1,100007,,I,5,1,100007,8,I,POK,POWER OFF INDICATION,None,5D2BD3DC-BC88-42A5-8E6D-BC1C0EBB2AB7,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND3,indication,13;1;100007,13;1;100007,1,code_line_station_control_point,13,1,100007,,13,1,100007,,I,5,1,100007,13,I,LOK,LIGHT OUT INDICATION,None,3C882265-4D00-4F98-9D1B-3AEF43BF6797,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND4,indication,11;1;100007,11;1;100007,1,code_line_station_control_point,11,1,100007,,11,1,100007,,I,5,1,100007,11,I,DOK,DOOR OPEN INDICATION,None,9CCB732F-0A41-4FB1-B5A0-4632908DEE3B,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND5,indication,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,I,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND6,indication,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,I,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND7,indication,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,I,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND8,indication,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,I,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,CPIND9,indication,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,I,,,,,,,,,,unresolved,,False
control_point,100007,100007,ROSE,NULL,CP Rose,5,ScadaAlarmReportingIndicationBit,indication,0;1;100007,0;1;100007,1,code_line_station_control_point,0,1,100007,,0,1,100007,,I,,,,,,,,,,unresolved,,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL1,control,0;1;100008,0;1;100008,1,code_line_station_control_point,0,1,100008,,0,1,100008,,C,,,,,,,,,,unresolved,,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL10,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL11,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL12,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL13,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL2,control,0;1;100008,0;1;100008,1,code_line_station_control_point,0,1,100008,,0,1,100008,,C,,,,,,,,,,unresolved,,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL3,control,0;1;100008,0;1;100008,1,code_line_station_control_point,0,1,100008,,0,1,100008,,C,,,,,,,,,,unresolved,,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL4,control,0;1;100008,0;1;100008,1,code_line_station_control_point,0,1,100008,,0,1,100008,,C,,,,,,,,,,unresolved,,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL5,control,0;1;100008,0;1;100008,1,code_line_station_control_point,0,1,100008,,0,1,100008,,C,,,,,,,,,,unresolved,,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL6,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL7,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL8,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPCTL9,control,0;0;0;0,0;0;0;0,1,default_zero,,,,,0,0,0,0,C,,,,,,,,,,default_zero,,True
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPIND1,indication,17;1;100008,17;1;100008,1,code_line_station_control_point,17,1,100008,,17,1,100008,,I,5,1,100008,17,I,LCK,LOCAL CONTROL,None,310466EA-80B9-43AD-9FD6-EA00676B619E,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPIND10,indication,0;1;100008,0;1;100008,1,code_line_station_control_point,0,1,100008,,0,1,100008,,I,,,,,,,,,,unresolved,,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPIND11,indication,0;0;100008;5,0;0;100008;5,1,code_line_station_control_point_bit,0,0,100008,5,0,0,100008,5,I,,,,,,,,,,unresolved,,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPIND12,indication,0;0;100008;5,0;0;100008;5,1,code_line_station_control_point_bit,0,0,100008,5,0,0,100008,5,I,,,,,,,,,,unresolved,,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPIND13,indication,0;0;100008;5,0;0;100008;5,1,code_line_station_control_point_bit,0,0,100008,5,0,0,100008,5,I,,,,,,,,,,unresolved,,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPIND2,indication,8;1;100008,8;1;100008,1,code_line_station_control_point,8,1,100008,,8,1,100008,,I,5,1,100008,8,I,POK,POWER OFF,None,74884E3B-243E-48B8-92D9-2B04B5FE7BD1,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPIND3,indication,19;1;100008,19;1;100008,1,code_line_station_control_point,19,1,100008,,19,1,100008,,I,5,1,100008,19,I,LOK,LIGHT OUT INDICATION,None,9A3BCACA-CEF9-490F-9B2C-0CE7DF4F3443,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPIND4,indication,18;1;100008,18;1;100008,1,code_line_station_control_point,18,1,100008,,18,1,100008,,I,5,1,100008,18,I,DOK,DOOR OPEN INDICATION,None,A1F14364-E404-45EF-A84C-C5FFDF66C424,resolved,inferred_bp_assignment_station_control_point_via_unique_cp_line,False
control_point,100008,100008,BROADWAY,NULL,CP Broadway,5,CPIND5,indication,0;1;100008,0;1;100008,1,code_line_station_control_point,0,1,100008,,0,1,100008,,I,,,,,,,,,,unresolved,,False
